year,code,amount,last_amount,name,topname,depname,depcat,category,cat,ref,comment
2015,33020560502,2311000,2131000,經建業務,臺中市政府主管,臺中市西屯區公所,區公所業務,區公所業務,臺中市政府主管,2.16.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費35千元
　　業務費2,276千元三、本年度預算數與上年度比較：
　　增加 180千元
　　增列 業務費180千元"
2015,33020560503,973000,1069000,人文業務,臺中市政府主管,臺中市西屯區公所,區公所業務,區公所業務,臺中市政府主管,2.16.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費30千元
　　業務費863千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 96千元
　　減列 業務費96千元"
2015,33020567901,500000,500000,第一預備金,臺中市政府主管,臺中市西屯區公所,第一預備金,第一預備金,臺中市政府主管,2.16.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金500千元"
2015,33020569001,14435000,11986000,一般建築及設備,臺中市政府主管,臺中市西屯區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.16.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資14,435千元三、本年度預算數與上年度比較：
　　增加 2,449千元
　　增列 設備及投資2,449千元"
2015,68020560201,43537000,39683000,社會福利,臺中市政府主管,臺中市西屯區公所,社政業務,社政業務,臺中市政府主管,2.16.5.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費20千元
　　業務費2,358千元
　　獎補助費41,159千元三、本年度預算數與上年度比較：
　　增加 3,854千元
　　增列 業務費789千元
　　增列 獎補助費3,065千元"
2015,33020570101,71187000,68806000,行政管理,臺中市政府主管,臺中市南屯區公所,一般行政,一般行政,臺中市政府主管,2.17.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費57,413千元
　　業務費13,600千元
　　獎補助費174千元三、本年度預算數與上年度比較：
　　增加 2,381千元
　　減列 人事費3,646千元
　　增列 業務費6,027千元"
2015,33020570501,119944000,119412000,民政業務,臺中市政府主管,臺中市南屯區公所,區公所業務,區公所業務,臺中市政府主管,2.17.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費203千元
　　業務費91,709千元
　　獎補助費28,032千元三、本年度預算數與上年度比較：
　　增加 532千元
　　減列 人事費36千元
　　增列 業務費748千元
　　減列 獎補助費180千元"
2015,33020570502,1004000,1004000,經建業務,臺中市政府主管,臺中市南屯區公所,區公所業務,區公所業務,臺中市政府主管,2.17.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費4千元
　　業務費1,000千元"
2015,33020570503,1476000,476000,人文業務,臺中市政府主管,臺中市南屯區公所,區公所業務,區公所業務,臺中市政府主管,2.17.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費15千元
　　業務費1,381千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 1,000千元
　　增列 業務費1,000千元"
2015,33020577901,400000,400000,第一預備金,臺中市政府主管,臺中市南屯區公所,第一預備金,第一預備金,臺中市政府主管,2.17.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金400千元"
2015,33020579001,24732000,25321000,一般建築及設備,臺中市政府主管,臺中市南屯區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.17.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資24,732千元三、本年度預算數與上年度比較：
　　減少 589千元
　　減列 設備及投資589千元"
2015,68020570201,34006000,30427000,社會福利,臺中市政府主管,臺中市南屯區公所,社政業務,社政業務,臺中市政府主管,2.17.5.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費6千元
　　業務費1,697千元
　　獎補助費32,303千元三、本年度預算數與上年度比較：
　　增加 3,579千元
　　增列 業務費449千元
　　增列 獎補助費3,130千元"
2015,33020580101,89175000,96137000,行政管理,臺中市政府主管,臺中市北屯區公所,一般行政,一般行政,臺中市政府主管,2.18.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費68,984千元
　　業務費19,963千元
　　獎補助費228千元三、本年度預算數與上年度比較：
　　減少 6,962千元
　　減列 人事費10,460千元
　　增列 業務費3,498千元"
2015,33020580501,94260000,96127000,民政業務,臺中市政府主管,臺中市北屯區公所,區公所業務,區公所業務,臺中市政府主管,2.18.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費196千元
　　業務費71,744千元
　　獎補助費22,320千元三、本年度預算數與上年度比較：
　　減少 1,867千元
　　減列 業務費1,891千元
　　增列 獎補助費24千元"
2015,33020580502,1529000,2497000,經建業務,臺中市政府主管,臺中市北屯區公所,區公所業務,區公所業務,臺中市政府主管,2.18.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費58千元
　　業務費1,471千元三、本年度預算數與上年度比較：
　　減少 968千元
　　減列 業務費968千元"
2015,33020580503,561000,531000,人文業務,臺中市政府主管,臺中市北屯區公所,區公所業務,區公所業務,臺中市政府主管,2.18.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費40千元
　　業務費441千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 30千元
　　增列 業務費30千元"
2015,33020587901,600000,600000,第一預備金,臺中市政府主管,臺中市北屯區公所,第一預備金,第一預備金,臺中市政府主管,2.18.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金600千元"
2015,33020589001,23869000,7390000,一般建築及設備,臺中市政府主管,臺中市北屯區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.18.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資23,869千元三、本年度預算數與上年度比較：
　　增加 16,479千元
　　增列 設備及投資16,479千元"
2015,68020580201,61773000,58970000,社會福利,臺中市政府主管,臺中市北屯區公所,社政業務,社政業務,臺中市政府主管,2.18.5.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費49千元
　　業務費3,024千元
　　獎補助費58,700千元三、本年度預算數與上年度比較：
　　增加 2,803千元
　　增列 業務費661千元
　　增列 獎補助費2,142千元"
2015,33020590101,115995000,116224000,行政管理,臺中市政府主管,臺中市豐原區公所,一般行政,一般行政,臺中市政府主管,2.19.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費96,129千元
　　業務費18,762千元
　　獎補助費1,104千元三、本年度預算數與上年度比較：
　　減少 229千元
　　減列 業務費229千元"
2015,33020590501,75672000,82329000,民政業務,臺中市政府主管,臺中市豐原區公所,區公所業務,區公所業務,臺中市政府主管,2.19.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費443千元
　　業務費56,029千元
　　獎補助費19,200千元三、本年度預算數與上年度比較：
　　減少 6,657千元
　　減列 人事費952千元
　　減列 業務費5,705千元"
2015,33020590502,5759000,5856000,經建業務,臺中市政府主管,臺中市豐原區公所,區公所業務,區公所業務,臺中市政府主管,2.19.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費21千元
　　業務費5,738千元三、本年度預算數與上年度比較：
　　減少 97千元
　　減列 業務費97千元"
2015,33020590503,8183000,14517000,人文業務,臺中市政府主管,臺中市豐原區公所,區公所業務,區公所業務,臺中市政府主管,2.19.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費670千元
　　業務費7,433千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 6,334千元
　　減列 業務費6,334千元"
2015,33020597901,600000,600000,第一預備金,臺中市政府主管,臺中市豐原區公所,第一預備金,第一預備金,臺中市政府主管,2.19.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金600千元"
2015,33020599001,19029000,29118000,一般建築及設備,臺中市政府主管,臺中市豐原區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.19.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資19,029千元三、本年度預算數與上年度比較：
　　減少 10,089千元
　　減列 設備及投資10,089千元"
2015,58020591001,4368000,4368000,農林管理業務,臺中市政府主管,臺中市豐原區公所,農林管理業務,農林管理業務,臺中市政府主管,2.19.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費53千元
　　業務費4,315千元"
2015,68020590201,47841000,41888000,社會福利,臺中市政府主管,臺中市豐原區公所,社政業務,社政業務,臺中市政府主管,2.19.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費80千元
　　業務費3,487千元
　　獎補助費44,274千元三、本年度預算數與上年度比較：
　　增加 5,953千元
　　增列 業務費449千元
　　增列 獎補助費5,504千元"
2015,33020600101,116584000,115883000,行政管理,臺中市政府主管,臺中市大里區公所,一般行政,一般行政,臺中市政府主管,2.20.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費92,412千元
　　業務費23,686千元
　　獎補助費486千元三、本年度預算數與上年度比較：
　　增加 701千元
　　減列 人事費2,514千元
　　增列 業務費3,215千元"
2015,33020600501,62131000,66891000,民政業務,臺中市政府主管,臺中市大里區公所,區公所業務,區公所業務,臺中市政府主管,2.20.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費245千元
　　業務費43,742千元
　　獎補助費18,144千元三、本年度預算數與上年度比較：
　　減少 4,760千元
　　減列 業務費1,160千元
　　減列 獎補助費3,600千元"
2015,33020600502,1635000,3944000,經建業務,臺中市政府主管,臺中市大里區公所,區公所業務,區公所業務,臺中市政府主管,2.20.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費635千元
　　業務費1,000千元三、本年度預算數與上年度比較：
　　減少 2,309千元
　　增列 人事費1千元
　　減列 業務費2,310千元"
2015,33020600503,2524000,2674000,人文業務,臺中市政府主管,臺中市大里區公所,區公所業務,區公所業務,臺中市政府主管,2.20.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費133千元
　　業務費2,311千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 150千元
　　減列 業務費150千元"
2015,33020607901,600000,600000,第一預備金,臺中市政府主管,臺中市大里區公所,第一預備金,第一預備金,臺中市政府主管,2.20.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金600千元"
2015,33020609001,10297000,13194000,一般建築及設備,臺中市政府主管,臺中市大里區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.20.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資10,297千元三、本年度預算數與上年度比較：
　　減少 2,897千元
　　減列 設備及投資2,897千元"
2015,58020601001,1697000,1696000,農林管理業務,臺中市政府主管,臺中市大里區公所,農林管理業務,農林管理業務,臺中市政府主管,2.20.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費629千元
　　業務費1,068千元三、本年度預算數與上年度比較：
　　增加 1千元
　　增列 人事費1千元"
2015,68020600201,46300000,36469000,社會福利,臺中市政府主管,臺中市大里區公所,社政業務,社政業務,臺中市政府主管,2.20.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費681千元
　　業務費4,487千元
　　獎補助費41,132千元三、本年度預算數與上年度比較：
　　增加 9,831千元
　　增列 人事費449千元
　　增列 業務費60千元
　　增列 獎補助費9,322千元"
2015,33020610101,122217000,125143000,行政管理,臺中市政府主管,臺中市太平區公所,一般行政,一般行政,臺中市政府主管,2.21.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費94,015千元
　　業務費27,788千元
　　獎補助費414千元三、本年度預算數與上年度比較：
　　減少 2,926千元
　　減列 業務費2,926千元"
2015,33020610501,70121000,69484000,民政業務,臺中市政府主管,臺中市太平區公所,區公所業務,區公所業務,臺中市政府主管,2.21.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費162千元
　　業務費52,991千元
　　獎補助費16,968千元三、本年度預算數與上年度比較：
　　增加 637千元
　　減列 人事費921千元
　　增列 業務費1,558千元"
2015,33020610502,232000,234000,經建業務,臺中市政府主管,臺中市太平區公所,區公所業務,區公所業務,臺中市政府主管,2.21.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費30千元
　　業務費202千元三、本年度預算數與上年度比較：
　　減少 2千元
　　減列 業務費2千元"
2015,33020610503,1487000,1487000,人文業務,臺中市政府主管,臺中市太平區公所,區公所業務,區公所業務,臺中市政府主管,2.21.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費38千元
　　業務費1,369千元
　　獎補助費80千元"
2015,33020617901,600000,600000,第一預備金,臺中市政府主管,臺中市太平區公所,第一預備金,第一預備金,臺中市政府主管,2.21.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金600千元"
2015,33020619001,9583000,41841000,一般建築及設備,臺中市政府主管,臺中市太平區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.21.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資9,583千元三、本年度預算數與上年度比較：
　　減少 32,258千元
　　減列 設備及投資32,258千元"
2015,58020611001,2410000,2410000,農林管理業務,臺中市政府主管,臺中市太平區公所,農林管理業務,農林管理業務,臺中市政府主管,2.21.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費90千元
　　業務費2,320千元"
2015,68020610201,45938000,41748000,社會福利,臺中市政府主管,臺中市太平區公所,社政業務,社政業務,臺中市政府主管,2.21.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費562千元
　　業務費4,776千元
　　獎補助費40,600千元三、本年度預算數與上年度比較：
　　增加 4,190千元
　　增列 人事費443千元
　　增列 業務費6千元
　　增列 獎補助費3,741千元"
2015,33020620101,98956000,104295000,行政管理,臺中市政府主管,臺中市清水區公所,一般行政,一般行政,臺中市政府主管,2.22.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費77,454千元
　　業務費21,040千元
　　獎補助費462千元三、本年度預算數與上年度比較：
　　減少 5,339千元
　　減列 人事費3,547千元
　　減列 業務費1,822千元
　　增列 獎補助費30千元"
2015,33020620501,58531000,60530000,民政業務,臺中市政府主管,臺中市清水區公所,區公所業務,區公所業務,臺中市政府主管,2.22.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費177千元
　　業務費43,358千元
　　獎補助費14,996千元三、本年度預算數與上年度比較：
　　減少 1,999千元
　　減列 人事費432千元
　　減列 業務費967千元
　　減列 獎補助費600千元"
2015,33020620502,669000,669000,經建業務,臺中市政府主管,臺中市清水區公所,區公所業務,區公所業務,臺中市政府主管,2.22.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費45千元
　　業務費584千元
　　獎補助費40千元"
2015,33020620503,2669000,2662000,人文業務,臺中市政府主管,臺中市清水區公所,區公所業務,區公所業務,臺中市政府主管,2.22.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費40千元
　　業務費2,549千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 7千元
　　增列 業務費7千元"
2015,33020627901,450000,450000,第一預備金,臺中市政府主管,臺中市清水區公所,第一預備金,第一預備金,臺中市政府主管,2.22.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金450千元"
2015,33020629001,8282000,10373000,一般建築及設備,臺中市政府主管,臺中市清水區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.22.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資8,282千元三、本年度預算數與上年度比較：
　　減少 2,091千元
　　減列 設備及投資2,091千元"
2015,58020621001,1981000,2037000,農林管理業務,臺中市政府主管,臺中市清水區公所,農林管理業務,農林管理業務,臺中市政府主管,2.22.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費577千元
　　業務費1,404千元三、本年度預算數與上年度比較：
　　減少 56千元
　　減列 人事費57千元
　　增列 業務費1千元"
2015,68020620201,39083000,38841000,社會福利,臺中市政府主管,臺中市清水區公所,社政業務,社政業務,臺中市政府主管,2.22.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費611千元
　　業務費8,577千元
　　獎補助費29,895千元三、本年度預算數與上年度比較：
　　增加 242千元
　　增列 人事費442千元
　　增列 業務費107千元
　　減列 獎補助費307千元"
2015,33020630101,79949000,86635000,行政管理,臺中市政府主管,臺中市沙鹿區公所,一般行政,一般行政,臺中市政府主管,2.23.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費58,013千元
　　業務費21,630千元
　　獎補助費306千元三、本年度預算數與上年度比較：
　　減少 6,686千元
　　減列 人事費4,340千元
　　減列 業務費2,304千元
　　減列 獎補助費42千元"
2015,33020630501,44393000,45829000,民政業務,臺中市政府主管,臺中市沙鹿區公所,區公所業務,區公所業務,臺中市政府主管,2.23.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費327千元
　　業務費33,342千元
　　獎補助費10,724千元三、本年度預算數與上年度比較：
　　減少 1,436千元
　　減列 人事費1,465千元
　　增列 業務費89千元
　　減列 獎補助費60千元"
2015,33020630502,814000,737000,經建業務,臺中市政府主管,臺中市沙鹿區公所,區公所業務,區公所業務,臺中市政府主管,2.23.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費104千元
　　業務費710千元三、本年度預算數與上年度比較：
　　增加 77千元
　　減列 人事費1千元
　　增列 業務費78千元"
2015,33020630503,1445000,1445000,人文業務,臺中市政府主管,臺中市沙鹿區公所,區公所業務,區公所業務,臺中市政府主管,2.23.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費30千元
　　業務費1,335千元
　　獎補助費80千元"
2015,33020637901,350000,350000,第一預備金,臺中市政府主管,臺中市沙鹿區公所,第一預備金,第一預備金,臺中市政府主管,2.23.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金350千元"
2015,33020639001,12539000,11705000,一般建築及設備,臺中市政府主管,臺中市沙鹿區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.23.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資12,539千元三、本年度預算數與上年度比較：
　　增加 834千元
　　增列 設備及投資834千元"
2015,58020631001,435000,577000,農林管理業務,臺中市政府主管,臺中市沙鹿區公所,農林管理業務,農林管理業務,臺中市政府主管,2.23.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費163千元
　　業務費272千元三、本年度預算數與上年度比較：
　　減少 142千元
　　減列 人事費2千元
　　減列 業務費140千元"
2015,68020630201,33666000,32776000,社會福利,臺中市政府主管,臺中市沙鹿區公所,社政業務,社政業務,臺中市政府主管,2.23.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費679千元
　　業務費2,288千元
　　獎補助費30,699千元三、本年度預算數與上年度比較：
　　增加 890千元
　　增列 人事費448千元
　　減列 業務費60千元
　　增列 獎補助費502千元"
2015,33020640101,89796000,96839000,行政管理,臺中市政府主管,臺中市大甲區公所,一般行政,一般行政,臺中市政府主管,2.24.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費72,082千元
　　業務費17,234千元
　　獎補助費480千元三、本年度預算數與上年度比較：
　　減少 7,043千元
　　減列 人事費6,634千元
　　減列 業務費361千元
　　減列 獎補助費48千元"
2015,33020640501,45727000,44795000,民政業務,臺中市政府主管,臺中市大甲區公所,區公所業務,區公所業務,臺中市政府主管,2.24.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費130千元
　　業務費35,997千元
　　獎補助費9,600千元三、本年度預算數與上年度比較：
　　增加 932千元
　　增列 業務費956千元
　　減列 獎補助費24千元"
2015,33020640502,2696000,908000,經建業務,臺中市政府主管,臺中市大甲區公所,區公所業務,區公所業務,臺中市政府主管,2.24.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費39千元
　　業務費908千元
　　獎補助費1,749千元三、本年度預算數與上年度比較：
　　增加 1,788千元
　　增列 人事費25千元
　　增列 業務費359千元
　　增列 獎補助費1,404千元"
2015,33020640503,8052000,5121000,人文業務,臺中市政府主管,臺中市大甲區公所,區公所業務,區公所業務,臺中市政府主管,2.24.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費84千元
　　業務費7,888千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 2,931千元
　　增列 人事費4千元
　　增列 業務費2,927千元"
2015,33020647901,400000,400000,第一預備金,臺中市政府主管,臺中市大甲區公所,第一預備金,第一預備金,臺中市政府主管,2.24.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金400千元"
2015,33020649001,11277000,4717000,一般建築及設備,臺中市政府主管,臺中市大甲區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.24.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資11,277千元三、本年度預算數與上年度比較：
　　增加 6,560千元
　　增列 設備及投資6,560千元"
2015,58020641001,275000,659000,農林管理業務,臺中市政府主管,臺中市大甲區公所,農林管理業務,農林管理業務,臺中市政府主管,2.24.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費14千元
　　業務費261千元三、本年度預算數與上年度比較：
　　減少 384千元
　　減列 人事費25千元
　　減列 業務費359千元"
2015,68020640201,22360000,21370000,社會福利,臺中市政府主管,臺中市大甲區公所,社政業務,社政業務,臺中市政府主管,2.24.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費456千元
　　業務費2,256千元
　　獎補助費19,648千元三、本年度預算數與上年度比較：
　　增加 990千元
　　增列 人事費435千元
　　減列 業務費35千元
　　增列 獎補助費590千元"
2015,33020650101,76763000,82573000,行政管理,臺中市政府主管,臺中市東勢區公所,一般行政,一般行政,臺中市政府主管,2.25.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費60,866千元
　　業務費15,447千元
　　獎補助費450千元三、本年度預算數與上年度比較：
　　減少 5,810千元
　　減列 人事費4,086千元
　　減列 業務費1,724千元"
2015,33020650501,37425000,39651000,民政業務,臺中市政府主管,臺中市東勢區公所,區公所業務,區公所業務,臺中市政府主管,2.25.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費786千元
　　業務費27,447千元
　　獎補助費9,192千元三、本年度預算數與上年度比較：
　　減少 2,226千元
　　減列 人事費800千元
　　減列 業務費1,426千元"
2015,33020650502,196000,196000,經建業務,臺中市政府主管,臺中市東勢區公所,區公所業務,區公所業務,臺中市政府主管,2.25.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費20千元
　　業務費176千元"
2015,33020650503,525000,526000,人文業務,臺中市政府主管,臺中市東勢區公所,區公所業務,區公所業務,臺中市政府主管,2.25.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費50千元
　　業務費395千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 1千元
　　減列 業務費1千元"
2015,33020657901,350000,350000,第一預備金,臺中市政府主管,臺中市東勢區公所,第一預備金,第一預備金,臺中市政府主管,2.25.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金350千元"
2015,33020659001,8312000,18042000,一般建築及設備,臺中市政府主管,臺中市東勢區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.25.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資8,312千元三、本年度預算數與上年度比較：
　　減少 9,730千元
　　減列 設備及投資9,730千元"
2015,58020651001,592000,592000,農林管理業務,臺中市政府主管,臺中市東勢區公所,農林管理業務,農林管理業務,臺中市政府主管,2.25.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費150千元
　　業務費442千元"
2015,68020650201,24256000,25110000,社會福利,臺中市政府主管,臺中市東勢區公所,社政業務,社政業務,臺中市政府主管,2.25.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費597千元
　　業務費2,519千元
　　獎補助費21,140千元三、本年度預算數與上年度比較：
　　減少 854千元
　　增列 人事費300千元
　　減列 業務費2千元
　　減列 獎補助費1,152千元"
2015,33020660101,65626000,69711000,行政管理,臺中市政府主管,臺中市梧棲區公所,一般行政,一般行政,臺中市政府主管,2.26.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費47,288千元
　　業務費18,104千元
　　獎補助費234千元三、本年度預算數與上年度比較：
　　減少 4,085千元
　　減列 人事費1,294千元
　　減列 業務費2,791千元"
2015,33020660501,32604000,32643000,民政業務,臺中市政府主管,臺中市梧棲區公所,區公所業務,區公所業務,臺中市政府主管,2.26.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費179千元
　　業務費21,513千元
　　獎補助費10,912千元三、本年度預算數與上年度比較：
　　減少 39千元
　　減列 人事費96千元
　　減列 業務費318千元
　　增列 獎補助費375千元"
2015,33020660502,705000,705000,經建業務,臺中市政府主管,臺中市梧棲區公所,區公所業務,區公所業務,臺中市政府主管,2.26.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費20千元
　　業務費685千元"
2015,33020660503,2457000,2157000,人文業務,臺中市政府主管,臺中市梧棲區公所,區公所業務,區公所業務,臺中市政府主管,2.26.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費20千元
　　業務費2,357千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 300千元
　　增列 業務費300千元"
2015,33020667901,250000,250000,第一預備金,臺中市政府主管,臺中市梧棲區公所,第一預備金,第一預備金,臺中市政府主管,2.26.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金250千元"
2015,33020669001,8526000,5190000,一般建築及設備,臺中市政府主管,臺中市梧棲區公所,一般建築及設備,一般建築及設備,臺中市政府主管,2.26.4.1,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資8,526千元三、本年度預算數與上年度比較：
　　增加 3,336千元
　　增列 設備及投資3,336千元"
2015,58020661001,70000,70000,農林管理業務,臺中市政府主管,臺中市梧棲區公所,農林管理業務,農林管理業務,臺中市政府主管,2.26.5.1,"一、本科目包括農林管理業務二、本年度預算數包括:
　　業務費70千元"
2015,68020660201,51963000,51034000,社會福利,臺中市政府主管,臺中市梧棲區公所,社政業務,社政業務,臺中市政府主管,2.26.6.1,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費467千元
　　業務費1,308千元
　　獎補助費50,188千元三、本年度預算數與上年度比較：
　　增加 929千元
　　增列 人事費282千元
　　增列 業務費17千元
　　增列 獎補助費630千元"
2015,33020670101,70678000,77572000,行政管理,臺中市政府主管,臺中市烏日區公所,一般行政,一般行政,臺中市政府主管,2.27.1.1,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費57,727千元
　　業務費12,519千元
　　獎補助費432千元三、本年度預算數與上年度比較：
　　減少 6,894千元
　　減列 人事費3,492千元
　　減列 業務費3,402千元"
2015,33020670501,56847000,70867000,民政業務,臺中市政府主管,臺中市烏日區公所,區公所業務,區公所業務,臺中市政府主管,2.27.2.1,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費122千元
　　業務費47,837千元
　　獎補助費8,888千元三、本年度預算數與上年度比較：
　　減少 14,020千元
　　減列 人事費441千元
　　減列 業務費13,079千元
　　減列 獎補助費500千元"
2015,33020670502,4458000,1121000,經建業務,臺中市政府主管,臺中市烏日區公所,區公所業務,區公所業務,臺中市政府主管,2.27.2.2,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費43千元
　　業務費625千元
　　獎補助費3,790千元三、本年度預算數與上年度比較：
　　增加 3,337千元
　　增列 業務費33千元
　　增列 獎補助費3,304千元"
2015,33020670503,1844000,1831000,人文業務,臺中市政府主管,臺中市烏日區公所,區公所業務,區公所業務,臺中市政府主管,2.27.2.3,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費48千元
　　業務費1,716千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 13千元
　　增列 業務費13千元"
2015,33020677901,250000,250000,第一預備金,臺中市政府主管,臺中市烏日區公所,第一預備金,第一預備金,臺中市政府主管,2.27.3.1,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金250千元"
